Categories,Negative,Titles,Links,Summary
Elderly,1,病重老人取錢亡 家屬：銀行要求本人到場 - 20250516 - 中國 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/中國/article/20250516/s00013/1747332286393/ ,【明報專訊】內地近日又發生一宗病人須親臨銀行櫃枱取款事件，不幸的是，湖南株洲該名長者在銀行辦理相關業務時離世。事件昨日引發輿論廣泛關注後，中國農業銀行株洲分行表示對事件深表遺憾；當地警方及株洲金融監管部門已介入事件調查。綜合《現代快報》、「荔枝新聞」等報道，前天下午，湖南株洲一陳姓女子攜帶其母親彭女士的定期存款本到農行株洲分行一營業點取款，在連續3次輸錯密碼後，銀行工作人員表示，需要客戶本人到櫃枱辦理業務。離世後准取款 銀行稱不知病重當天下午，62歲的彭女士坐輪椅、插着氧氣管到銀行辦理業務，在持續近一個半小時後，彭女士不幸死亡。直至當晚近8時許，銀行在客戶本人已離世情况下，才允許將5萬元人民幣定期錢款取出。銀行方面稱，彭的女兒並未和銀行工作人員說明客戶彭女士的身體情况。彭女士親屬彭先生稱，姑媽多年臥病在牀，積蓄所剩不多，正好定期存單到期需要取款。彭先生說，在銀行需要人臉識別解鎖時，姑媽眼睛一度「眨一下就閉上了，不符合規定，搖頭也有氣無力」，因感覺銀行冷氣較冷，家屬將她推至銀行門口時離世。客服稱特殊情况毋須本人到場中國農業銀行客服熱線的一名工作人員表示，如果遇到存款人患病需要取錢治病等特殊情况，其家屬攜帶雙方身分證件、存摺、銀行密碼就可到營業網點辦理，不需要客戶本人到場。相關字詞﹕客戶 死亡 取款 銀行
Elderly,1,如何挽留資深政務官 / 葉劉淑儀 - 20241225 - 作家專欄 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/作家專欄/article/20241225/s00018/1735057997797/,"【明報文章】近年，資深政務官（administrative officer, AO）的流失率持續高企，「資深AO荒」成為特區政府不得不面對的結構性問題。鑑於政府官員需要對香港整體情况、政策細節以至政府內部運作「熟書」，難以透過政治任命方式委任外部人士出任有關職位。相關字詞﹕公務員 政府 薪酬 政務官 三言堂 葉劉淑儀  "
Elderly,1,人力資源應用得其所 / 葉劉淑儀 - 20241231 - 作家專欄 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/作家專欄/article/20241231/s00018/1735581296658/,"【明報文章】近年資深政務官（administrative officer, AO）流失率持續高企，特區政府的首長級公務員團隊出現青黃不接的情况。我於前文建議，政府可利用短、中、長期三管齊下的辦法，透過加快政務官晉升速度、延遲公務員退休年齡及理順政務職系的薪酬架構來加快培養及挽留資深政務官。相關字詞﹕編外職位 人力資源 人才 編制 公務員 首長級職位 政務官 葉劉淑儀  "
Elderly,1,諗諗佢：老江湖打敗99%老海鮮的思考心法 - 20250509 - 教育 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/教育/article/20250509/s00011/1746723310970/,【明報專訊】打開不同行業的薪酬表，教師、護士、醫生及公務員的薪酬福利隨年資遞增，而傳統行業更會賦予具經驗的從業員如「老師傅」、「老行尊」等尊稱。現象所隱藏的邏輯推論如下：（1）經驗與專業水平掛鈎；（2）更高的專業水平，意味着能解決更複雜的難題；（3）能為機構或團體創造更大利益。因此，年資深的相較年資淺的員工應得到更多報酬。
Elderly,1,【Emily】出書述工殤 工權會「給歷史補白」 400頁圖文 記半世紀事主故事遺屬心聲 - 20241225 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20241225/s00002/1735060289044/,【明報專訊】歷年幫助唔少工業意外傷亡工友同遺屬嘅工業傷亡權益會，即將出版新書《九千鴻毛：香港工殤運動紀要》（圖），將香港勞動者超過50年嘅汗血記憶同眼淚，化成400頁文字同照片。工權會希望呢本書可以為香港留下同工殤者相關嘅真實故事，「給歷史存真、補白」，畀大家念記前人沉甸甸嘅歲月，並成為儆醒自身、思索前路嘅導引。工權會話1979至2022年間香港最少有9523名勞動者因工死亡，呢本書記錄咗職災受害人同支持者努力改變集體境况嘅故事，而取名「九千鴻毛」，係要祭弔喺香港歷史上輕若鴻毛嘅工殤群體。書本售價220元，預售期內會以優惠價150元發售，預售期至明年1月20日，訂購詳情可以睇睇工權會嘅facebook專頁。工權會盼公眾透過呢本書傾聽工傷者同意外遺屬嘅心聲，了解職業災害喺佢哋生命劃下嘅血痕，並遊歷發生過職業意外嘅建築，知道係勞動者嘅犧牲造就城市繁華，同時了解先行者點樣成就多場防止勞動者再傷亡嘅工殤運動。相關字詞﹕工殤 工業傷亡權益會 工業意外  
Elderly,1,家福會：壓力相當 易被忽略 - 20241225 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20241225/s00002/1735061898885/,【明報專訊】「非同住離異爸爸的聲音容易被忽略。」家福會近期一項研究指出，受訪的非同住離異爸爸情緒壓力相當大，當爭取探視安排時有爭議，也令這班爸爸倍感壓力。研究提出，爸爸在共享親職中是重要持份者，社會應注視其困難及需要，加強支援。家福會2017年開始為非同住離異爸爸提供專門服務，早前以問卷訪問53名離異爸爸，並與24人深入訪談，了解他們的狀况及於共享親職遇到的困難。研究中，非同住離異爸爸自評情緒壓力，以10分為滿分，結果顯示平均值達7.73分，反映情緒壓力相當大。有受訪者稱家事法庭處理離婚過程冗長，令他們困擾。探視子女安排平均需3年這班爸爸對子女甚為思念，以10分為滿分，平均值達8.8分。有受訪者稱因前妻拒絕合作，難以見到子女。就探視子女安排，受訪者平均需3.9年，中位數為3年，他們認為當有爭議時採用法律途徑成效較差，透過共享親職支援中心協調則較有效。研究提出，爸爸在共享親職是重要持份者，社會應注視其困難及需要，加強支援；若要促進共享親職，離異父母要處理雙方關係，着眼於如何分割前婚姻關係與親職關係。家福會註冊社工李慧敏指出，非同住離異爸爸的聲音容易被忽略，坊間也較少為他們而設的支援服務，爭取探視子女時他們更要努力向各方證明有能力照顧子女。家福會註冊社工何美紅稱，該會的「爸爸組」、即離異父親敘事小組已開設17組，逾90名爸爸參與，組內爸爸會分享經驗、互相支援，該會有時會安排活動，讓他們有空間與子女建立親子關係。相關字詞﹕服務 社福 婚姻關係 配偶 親子關係 爸爸 壓力 精神健康 離異家庭 家福會  
Elderly,1,大坑西邨民安置覆核敗訴 八旬婦之子擬上訴 13拒遷戶訴訟下月訊 - 20250426 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20250426/s00002/1745600235497/,【明報專訊】石硤尾大坑西邨重建在即，香港平民屋宇有限公司與13戶居民仍未達成和解。其中一戶的一名八旬婦獲得公益法律援助（pro bono）向高院申請司法覆核，要求挑戰平民屋宇制定的居民重置方案，包括一次過津貼及日後不得追究的條款。高院昨日開庭審理，法官高浩文聽取雙方陳辭後裁定居民一方敗訴，駁回申請，裁決理由書6月底前頒布。申請人梁亞端（85歲）由資深大律師杜淦堃及兩名大律師代表；答辯人為平民屋宇，由資深大律師鮑進龍代表。梁女士的兒子昨日到庭，他表示將會提出上訴（見另稿）。根據入稟狀，大坑西邨1960年代建成，近年制定重建方案，重建後將提供1300個出租單位予原本租戶，另提供2000個出售資助單位予首置人士。2023年，平民屋宇制定居民重置方案，回遷者可獲一次過租金津貼，永久遷出者則獲一次過賠償。平民屋宇向申請人一家五口提出102萬租金津貼。平民屋宇屬私營 爭議決定受覆核左右否昨日庭上主要爭議為屬於公司性質的平民屋宇是否會受司法覆核左右其決定。代表申請方的杜淦堃表示，即使平民屋宇是私人公司，但它在重置居民一事行使公共職能，亦受過公帑資助，故其決定可受司法覆核影響。代表答辯方的鮑進龍則稱，平民屋宇並非法定機構，需自負盈虧，過往一直管理大坑西邨。雖然重建項目涉及市區重建局的參與，但市建局角色僅在分配單位，重建項目本質上仍屬私營，涉及商業決定，故不受司法覆核影響。津貼條款被指轉嫁風險 答辯方：疑慮過早杜淦堃又稱，平民屋宇向居民提供一次過租金津貼 ，讓居民等候重建期間，應付他們需要另覓住處的屋租開支，惟重建期長達5年，居民回遷前可能已用盡津貼，故平民屋宇無理地將風險轉嫁居民，而且要居民簽署承諾日後不會追究。鮑進龍則表示，居民疑慮是言之過早，平居屋宇可因應工程進度延續津貼，况且大坑西邨有超過60年歷史，欠缺電梯不便出入，該公司協助重建後入住現代化住屋，目前已有1700多人同意回遷方案。高官聽罷陳辭，裁定申請人敗訴，判辭將擇日頒布。翻查資料，平民屋宇民事控告與13戶拒遷居民的訴訟未完，區域法院早前押後13宗案件至5月9日再訊，以待本宗司法覆核有結果。【案件編號：HCAL 1600/24】
Elderly,1,DJ拍女學護片段刊帖文 附意淫描述涉性騷擾 - 20250429 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20250429/s00002/1745863265166/,【明報專訊】網上流傳一名疑曾參與香港電台社區廣播服務節目的男子，涉嫌於明愛醫院病房接受護理程序期間偷拍女護士學生，並在網上發布片段和照片，帖文附有性騷擾字句。明愛醫院稱已警告涉事病人，要求他將帖文移除，並已就事件報警。港台發言人回覆時澄清，該人並非港台員工。網傳片段和帖文顯示，網名「心麻」的男子曾於一名女學護為他進行護理程序期間近距離拍攝片段，並於facebook上載相關短片和照片。不過，昨晚涉事帳戶上相關內容已刪除。明愛：已報警及要求刪帖網傳截圖亦顯示，該男子曾於facebook發布女學護照片，並附有意淫描述，包括女學護協助其換尿喉、抹身的過程，並以「新手女姑娘」、「嬌小玲瓏」形容她，亦附以不少不雅用語。另一帖文形容涉事女護士樣貌及身材，稱「我深愛著呢位姑娘 樣貌身材極之惹味」。明愛醫院發言人回覆本報稱，非常關注網上流傳片段，已安排部門代表會見涉事病人作出警告，要求他將帖文移除，並嚴正重申根據《醫院管理局附例》，任何人不得在醫院內未經院方職員同意，拍攝照片、影片或錄像影片。院方得悉事件後，已即時向受影響護士學生了解事件並致以慰問，已就事件報警，會全力支援該護士學生。相關字詞﹕明愛醫院 性騷擾 護士
Elderly,1,餐飲業稱未聞個案 籲勞資互諒安本分 - 20250430 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20250430/s00002/1745947582298/,【明報專訊】補充勞工優化計劃推行逾一年半，截至今年2月底批出逾2.3萬個餐飲服務業外勞配額。社協接獲求助指有本地餐廳雜工稱在外勞入職後，即被僱主要求減工時，終無奈離職，也有廚房助理收到通知指其崗位將被外勞取代。有餐飲業界稱未曾聽聞有僱主輸入外勞後要求本地員工減工時或減薪，以外勞取代原來本地員工更有違計劃規定，促僱主及僱員互相諒解、各安本分。業界獲批2.3萬外勞 稱仍短缺補充勞工優化計劃前年9月4日推行，暫停26個職位及非技術或低技術職位一般不得輸入外勞的規定兩年；截至今年2月底批出5.1萬個外勞配額，當中逾2.3萬個屬餐飲服務業（見表）。據統計處早前公布最新失業率，餐飲服務業失業率上升0.3個百分點至5.3%，較去年同期的4.6%上升0.7個百分點。香港餐務管理協會主席梁振華指出，目前有約22萬至25萬名餐飲業從業員，惟實際需要30萬至33萬人，即使已獲批2.3萬外勞，仍欠大量人手。他以獲批外勞侍應生配額8590個為例，由目前約1.7萬間持牌食肆攤分，「平均一間都分不到兩個」。黃家和：失業率升因市道淡靜香港餐飲聯業協會會長黃家和稱，自輸入外勞後，業界人手短缺緩和，惟仍有短缺。他認為行業失業率上升與目前經濟環境不理想、市道淡靜有關，無關輸入外勞。針對社協接獲求助情况，梁振華自言與全港六七成食肆有接觸，未曾聽聞有僱主輸入外勞後要求本地員工減工時或減薪；而聘用外勞後解僱本地員工更有違計劃規定，未曾聽聞這種個案。黃家和表示明白本地員工有擔心，也相信這些情况有可能發生，但強調僱主及僱員唇齒相依，希望勞資雙方互相諒解、各安本分。相關字詞﹕輸入外勞 補充勞工優化計劃 食肆 餐飲業 外勞
Elderly,1,有陳年案底 前區議員申社工牌被拒 註冊局主席：罪行非重 屢藐視法律須警醒 - 20250516 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20250516/s00002/1747332265343/,【明報專訊】具社工資格的屯門前區議員張錦雄於社交平台上載兩封社工註冊局信件，稱年初重新申請註冊社工，上月底收到通知因其10多年前的案底拒絕其申請。張回覆本報稱，感覺註冊局現時處理註冊上較以往嚴苛。社工註冊局主席許宗盛稱，有關人士所犯罪行「不是認真嚴重」，但屢次藐視法律須警醒，又說如有足夠資料證明已改過、有能力做好社工工作，申請有機會獲批。張錦雄：昔註冊時已有案 感今較嚴苛據張錦雄上載社交平台的相片，社工註冊局引用《社會工作者註冊條例》17(4)(a)及17(3)(b)條文，稱他曾被裁定可令社工專業聲譽受損及可判處監禁罪行，非合適及恰當的註冊社工人選，拒絕其申請。張錦雄接受本報查詢稱，昔日註冊時已有案在身，而10多年前的3宗案件均只判罰款涉及非法集結、阻差辦公等，原以為今次重新註冊「有一半半」機會獲批，但註冊局於信中以其所犯罪行可判監為其中一個原因拒絕申請，令他感覺註冊局現時在處理社工註冊有明顯改變，較以往嚴苛。不影響續助人 憂曾囚者難成社工張續說，今次重新註冊遭拒不影響他繼續義務助人，但擔心一些持專業資格、有心服務社會的在囚者未來很難再獲社工註冊，相信他們很可能要重新規劃職涯或以社工以外身分及形式繼續服務社會。許宗盛：無意趕盡殺絕 須證已改過許宗盛回應稱，註冊事宜由局方委員集體決定，「是否嚴苛就見仁見智」，雖然有關人士所犯罪行「不是認真嚴重」，但屢次藐視法律須警醒。他又說，註冊局有責任向社會交代為何讓某人註冊做社工，但局方一直理解「人總會有錯」，從來無意「趕盡殺絕」，就有關人士的個案，局方也會給予他解釋機會。許續稱，過往也有犯過事的人申請註冊獲批，他們須提出證據，例如義務工作證明、受助者嘉許信等，以證明自身已改過、有能力做好社工工作。相關字詞﹕區議員 社工註冊條例 社工註冊局 許宗盛 張錦雄
Elderly,1,謝世傑涉騙長生津 辯方擬函控方商討 - 20250516 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20250516/s00002/1747332268906/,"【明報專訊】社工謝世傑（圖）涉於去年中至今年初申請長者生活津貼時，沒向社署披露入息超出申請上限，使社署批出逾1.6萬元津貼。謝被控4項欺詐罪，案件昨在東區裁判法院再訊。辯方表示已收妥控方文件，申請案件押後以去信控方商討能否以其他方式處理本案。裁判官押後至7月10日，料屆時答辯，其間被告續准以1.7萬元保釋。被告謝世傑（67歲、報稱社工）被控2024年6月26日至2025年1月3日間，以欺騙手段、即沒按照公共福利金計劃下的長者生活津貼有關規定，告知社署其收入超出有關長者生活津貼規定的限額，並意圖欺騙，誘使社署沒行使有關長者生活津貼賦予的權利，即要求謝償還分別於2024年7月19日、8月20日、11月20日及12月20日支付的長者生活津貼（共16,780元），導致他得益或社署蒙受不利或有相當可能的程度會蒙受不利。【案件編號：ESCC 752/25】"
Elderly,1,九市速遞：螞蟻向港澳居民開放網上投保 - 20250524 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20250524/s00002/1748018612357/,【明報專訊】螞蟻集團旗下保險代理平台螞蟻保宣布，旗下醫療保險產品正式向港澳台居民開放投保，持有內地居住證的港澳台居民只要透過支付寶手機程式便可申請購買，投保年齡從28天至55歲，符合健康告知要求，便可享受與內地居民相同的醫療保障，最高保障額400萬元人民幣。
Elderly,1,現金津貼下月完 基層冀續 房局說不 - 20250526 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20250526/s00002/1748195419869/,【明報專訊】現金津貼試行計劃下月底結束。社協調查發現，受訪基層主要擔心屆時若仍未獲派公屋，需節衣縮食、減低子女學習開支等，另有95.8%受訪基層認為政府應篩選個別住戶，例如環境惡劣劏房戶，向他們續派津貼，而非「一刀切」取消。社協建議政府延續計劃最少一年。社協調查 九成基層冀篩選續派現金津貼2021年推出，派發予輪候公屋滿3年、無領取綜援的一般申請者，金額介乎1300至3900元。截至今年2月底約有11萬宗申請獲批，累計發放55.6億元。房屋局回覆本報表示，基於審慎運用公共財政資源原則，無意延續有關計劃；政府正推展各項措施幫助輪候公屋者，包括陸續落成的公屋、過渡房屋和簡約公屋，亦致力打擊濫用公屋。社協本月以網上問卷訪問330個非綜援家庭與非公屋戶，其中145名受訪者正領取現金津貼。領取者有74.5%認為津貼極度有助紓緩租金負擔，67.6%認為極度有助減輕精神壓力。工傷辭職 單親母料需返職場單親母親阿娟育有一雙子女，兒子是應屆文憑試（DSE）考生，女兒去年起工作，月入約1.3萬元。阿娟一家三口輪候公屋近5年，現居約200平方呎劏房，月租約6500元，去年起獲派2700元津貼。她說現金津貼能補貼租金與電費，「開冷氣可以開長啲」，原本因手腳勞損、已於本月中辭職，惟有關計劃即將結束，兒子亦準備升讀大專院校，難單靠女兒收入應付開支，她需重返職場，希望政府繼續發放津貼減輕負擔。施麗珊：有受訪者稱擬申綜援社協副主任施麗珊形容現金津貼屬德政，但過去半年接獲不少就業問題的求助個案，部分問卷受訪者稱若停止發放，將考慮申請綜援，「如果（政府）喺現金津貼慳到錢，但係社會福利署要開多筆錢出嚟，政府真係要計吓係咪減到財赤呢？」，建議政府思考結束現金津貼後對公共財政與民生的影響。
Elderly,1,灣區熱搜：人財兩缺 智庫提10招助港青創業 考察6市13孵化基地 倡建對接平台拓跨境徵信 - 20250604 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20250604/s00002/1748969018068/,【明報專訊】香港再出發大聯盟與團結香港基金上月聯合發表《香港青年灣區創業基地調研》研究報告，指出雖然港青前往內地創業得到粵港兩地政府大力支持，但仍面臨行業人脈匱乏、難以進入企業或政府供應鏈、銀行融資困難等問題，需要更完善的政策支持。調研報告提出10項建議（見表1），包括搭建業務對接平台、擴大跨境徵信合作範圍等。明報記者 林迎現時大灣區內地9市由兩地政府共同授牌的「粵港青年創新創業基地」共18間，該項調研於去年12月至今年2月進行，到當中6個城市（廣州、深圳、佛山、東莞、肇慶和惠州）的13家基地實地考察，採訪創業港青、基地負責人、政府相關代表、風險投資者、大學及非政府組織代表等95名持份者，並以問卷調查方式蒐集基地資料。資源對接表現參差 兩基地突出報告指出，大部分基地能為創業港青提供完善的基礎服務如政務、商事和綜合信息諮詢服務，但在資源對接、孵化能力及可持續性的表現需要改進（見表2）。各基地的資源對接表現參差，廣東創新創業孵化基地（即省級創業基地，為所有基地之龍頭）和南沙創匯谷能力較突出，簽約合作機構數量遠超其他基地，前者與超過200個創業導師、逾80個中介服務機構合作，後者則有202個合作機構，包括76個青年社團、47個商會。在廣東創新創業孵化基地的合作機構當中，投資機構佔33%，遠高於其他基地的8%比例。報告稱，初創企業若無法進入供應鏈，將困於小量訂單循環中，難以實現規模化盈利。基地作為初創企業首個落腳點，其商業合作伙伴網絡對協助初創企業對接產業資源、增加訂單量十分重要，建議廣東省政府相關部門吸納初創優秀產品作為自身供應鏈的一部分，創新採購方式，搭建供需對接及成果展現的平台，增加初創企業的機會。僅5%企業獲投資 倡允補貼抵押貸款在孵化能力方面，調查的13家基地共1236個在孵企業中，僅約5%（65間）獲得第三方投資。報告建議基地增強與投資機構的連繫，建立針對香港青年初創企業的天使投資風險補償制度，即政府按一定比例補償投資機構的損失，降低風險以增加投資機構積極性。至於港青難獲內地貸款的問題，則建議擴大跨境徵信合作範圍，並創新「入園授信」方式，即容許香港青年及其初創企業在入駐基地後，用預期能獲得的政府補貼和獎勵做抵押或擔保，以獲取銀行貸款。此外，報告提到加強跨境協作，現時兩地雖有「大灣區香港青年創新創業基地聯盟」，但沒建立恆常合作交流機制，尤其內地基地與香港科技園、數碼港等關鍵成員的交流有限，內地創業的香港青年在申請入駐香港公營孵化器（如科技園和數碼港）時仍需經歷較繁複的審批流程，導致企業難以同步推進兩地業務。倡建兩地互認制離岸孵化簡化流程對此，報告建議搭建粵港兩地基地的互認機制，免去重複審核，加速孵化進程；還建議推動內地基地到香港成立服務中心，建設「離岸孵化」體系，包括在港宣傳、聯絡潛在的港企合作伙伴、創投機構及對接香港的孵化載體，同時可協助香港青年選擇合適的內地基地、辦理成立公司、尋找創業伙伴等。香港再出發大聯盟副秘書長、團結香港基金總裁李正儀博士表示：「（報告）提出的十大措施旨在加強兩地在創業政策方面的合作，從而推動資源共享、簡化創業流程，並培育更多跨境創業項目。相信通過政策創新和區域合作，能為香港青年創造更有利的創業環境，讓他們在更廣闊的舞台上實現夢想。」
Elderly,1,動員三會關愛隊探訪 居民批年內換喉太慢 - 20250608 - 港聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/港聞/article/20250608/s00002/1749319923338/,【明報專訊】政府昨晚出稿表示，民政及青年事務局和民政總署昨今兩日召集北區的區議員、三會成員及6個關愛隊小隊逾50人，聯同房屋署人員探訪居民，包括曾就食水事件求助個案，持續跟進居民用水情况，並在有需要時即時轉介，昨日共接觸逾850戶，「大部分反映水質顯著改善」。昨有居民對水質仍感憂慮，批評官員至昨日才視察涉事喉管是「太遲」，承諾今年內開始更換涉事喉管亦「太慢」。政府：大部分居民反映水質顯著改善事件發酵一周，特首李家超前日要求相關部門落實10項應對工作。政府昨晚表示，民青局和民政總署過去一周聯同區議員及關愛隊義工探訪逾100次及收集個案轉介等，皇后山邨及山麗苑主要位置設3個街站，為居民提供最新消息及有用資訊，並接受居民個案登記。皇后山邨居民蘇太稱不滿政府措施，認為僅承諾年內開始更換涉事喉管是太慢，「我無可能成年都付錢買水」，即使現時水質較數日前改善，但仍會待水管完成更換才再飲用。她說，發展局長甯漢豪事發相隔約一周才到場視察，「當然遲啦」，並認為當局應就事件向公眾道歉。有街坊稱完成換喉才敢飲同邨居民劉小姐亦說，年內開始換喉「太久」，她已更換家中花灑頭、濾水器等，但因洗澡不能靠購樽裝水，故希望當局盡快完成換喉。當局表示，房署會將水務署每日公布水樣本測試結果張貼於皇后山邨及山麗苑每座大堂。記者昨午到皇后山邨其中一座大廈大堂，只見貼上前日食水檢測結果，內容與水務署網頁相同。對比網頁5月30日至6月5日結果，食水外觀準則一欄的「清澈」，新增了「即沒有黑點」附註。
Elderly,1,申訴署年初提「打濫」31建議 促建渠道查內地澳門物業 - 20250518 - 要聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/要聞/article/20250518/s00001/1747504485335/,【明報專訊】申訴專員公署今年1月公布打擊濫用公屋資源工作的主動調查行動，向房委會及房協提出共31項主要改善建議，其中亦有針對租戶擁有內地物業情况，促請兩機構探討如何加強與內地及澳門的相關部門及機構溝通，「在切實可行範圍內建立渠道，更便捷地獲取租戶是否擁有內地或澳門物業的資料」。倡房協效房會 與社署建通報制申訴專員陳積志當時提到，公署展開主動調查行動後，房委會及房協已主動認真檢視，包括優化「富戶政策」，並接連推出多項新措施，其中房委會分批將約35.8萬宗就租戶申報居住情况及是否擁有香港住宅物業，與土地註冊處的資料比較。公署當時亦曾建議，房協應重新深入研究全面推行「富戶政策」，探討用各種方法盡早將「富戶政策」涵蓋所有出租屋邨租戶，並應效法房委會，與社署協商建立通報機制。房協上月公布，今年9月起分階段向約2.5萬個未納入「富戶政策」規管住戶發出新租約，同意者等同接受納入規管，不同意者須提交拒絕回條、最多暫住額外多4個月便須遷出，預計明年11月全數約3萬個租戶均受規管。
Elderly,1,國民黨立法院黨團 推動《長照保險法》 - 東方日報,https://orientaldaily.on.cc/content/兩岸國際/odn-20250223-0223_00178_004/,【本報綜合報道】國民黨立法院黨團計劃於本會期推動《長照保險法》，將長期照顧稅賦制改為保險制，以月薪6萬元（新台幣‧下同，約1.4萬港元）者為例，每月僅需繳納200元（約48港元）。國民黨智庫上周四公布民調，高達77.3%民眾支持《長照保險法》，14.8%不支持。民進黨唱反調民調顯示，支持將長照稅賦制改為保險制的受訪者中，「非常支持」佔37.2%、「還算支持」佔40.1%，「不太支持」佔9.4%、「非常不支持」佔5.3%。國民黨主席朱立倫表示，台灣將邁入超高齡社會，65歲以上人口達468萬，少子化問題嚴峻，應比照全民健保推動長照保險制，智庫已完成法案規劃，具體可行，設定每人每月負擔約為健保費的20%至25%，額外支出約100元（約24港元），確保制度穩健。民進黨立委認為，目前當務之急應該是先提高長照服務的涵蓋率，以及解決長照人力不足的問題。衞福部長期照顧司指出，推動長照保險需要凝聚社會共識，目前還在收集各界意見並溝通，且由於部分地區的長照資源仍不足，因此現階段仍須靠稅收強化布建。
Elderly,1,去年社保就業支出 逾4.5萬億首超教育 - 東方日報,https://orientaldaily.on.cc/content/兩岸國際/odn-20250303-0303_00178_021/,"中國已邁入中度老齡化社會。（中新社圖片）專家：老齡化加劇 補助金上調財政部早前公布2024年全國財政收支情況，其中社會保障和就業支出逾4.21萬億元（人民幣‧下同，約4.5萬億港元），首次超越近4.2萬億元（約4.5萬億港元）教育支出。有專家估計，上述現象與人口老化有關，難以判斷會否持續下去。根據數據，全國去年一般公共預算支出超過28.4萬億元（約30.4萬億港元），較2023年增長3.6%。若單看主要支出科目情況，社保和就業支出居首，較去年增長5.6%，教育支出排第二，按年增長2%，農林水支出則以逾2.7萬億元（約2.9萬億港元）排第3。60後退休人員增長快社會保障和就業支出具體分為30項支出，包括財政對基本養老保險基金補助、行政事業單位養老支出、人力資源和社會保障管理事務支出、撫恤、殘疾人事業、社會福利、就業補助、民政管理事務等，當中以財政對基本養老保險基金補助及行政事業單位養老支出佔比最高。由於2024年社保和就業支出細分數據尚未公開，上海財經大學教授鄭春榮分析2018年及2023年細分數據後發現，社保和就業支出從2018年約2.7萬億元，增至2023年約3.9萬億元（4.2萬億港元），5年間增加約1.2萬億元（約1.3萬億元），其中財政對基本養老保險基金補助增加3,000億元（約3,210億港元），行政事業單位養老支出增加了6,400億元（約6,848億港元）。他說：「由此可見，社保和就業支出的快速增加，主要就是行政事業單位養老支出和財政對基本養老保險基金補助增加較快，而這背後的原因還是中國老齡化速度加快，60後的退休人員增長很快，且養老金上調，帶來支出增加。」談及社保和就業支出未來會否繼續多過教育支出時，西南財經大學財政稅務學院副教授楊良松認為難以判斷，理由是公共教育支出還有增長空間，尤其貧困地區需加大投入，再加上相關制度設計逐步優化，養老保險保費收入及支出缺口可能趨向減少，可減少財政補助養老保險支出。已踏入中度老齡化社會《中國統計年鑑2024》顯示，中國2023年達到65歲或以上人口數超過2.1億人，佔總人口15.4%，老年撫養比為22.5%。根據國際慣例，當社會中65歲或以上人口佔比達到總人口14%至21%就會被稱為中度老齡化社會，即代表中國已邁入中度老齡化社會。本報綜合報道人口高齡化造成社會財政龐大開支。（中新社圖片）人口高齡化造成社會財政龐大開支。（中新社圖片）人口高齡化造成社會財政龐大開支。（中新社圖片）內地教育支出規模一直佔據榜首。（中新社圖片）內地教育支出規模一直佔據榜首。（中新社圖片）內地教育支出規模一直佔據榜首。（中新社圖片）"
Elderly,1,家屬心急 推臥床長者到銀行提款 - 東方日報,https://orientaldaily.on.cc/content/兩岸國際/odn-20250304-0304_00178_045/,家屬推臥床長者（箭嘴示）到銀行辦理提款。【本報綜合報道】四川省綿陽市近日有子女把臥床長者推到銀行提款，事件引起熱議。銀行表示，可以提供上門服務，不過家屬表示等不及。銀行稱長期不動戶須驗證網傳影片內容稱，子女知道長者銀行帳戶的密碼，卻因規定無法代為提取現金，只好把長者連人帶床推到銀行。銀行回應指，因為長者很多年沒有取用那筆錢，已變成長期不動戶。銀行覺得這筆錢有風險預警，需本人驗證，做法是確保資金安全。銀行職員表示，因事發當日是周末，沒辦法上門服務，要等到星期一才能上門服務。當事人說等不及，經協商，銀行同意讓家屬將長者推到銀行。
